entidad,descripcion,titulo,icono,filtro,version_exe,version_zoo,version_cli,formulario,tipo,version,herencia,kontroler,orden,ubicaciondb,usaguid,centraliza,comportamiento,identificador,modulos,formatodescripcion,versionminimaderecepcion,versionminimadeemision
"CUENTACORREO","Cuenta de correo","Cuenta de e-mail","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"WBC","SMT","B","","",""
"Cacatua","Cacatua","Cacatua","C:\ZOO\IMAGENES\ICONOS\USER1.ICO","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","017","B","","",""
"Carpincho","Carpincho","Carpincho","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","018","B","","",""
"Cebra","Cebra","Cebra","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","CEB","B","","",""
"Chuwaka","Chuwaka","Chuwaka","","",0.00,0,0,T,"E",2,"","",1,"",F,T,"CBTD","034","B","","",""
"Cobayo","Colores","Colores","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BT","032","B","","",""
"Cocodrilo","Cocodrilo","Cocodrilo","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BTD","033","B","","",""
"Codigopostal","Código Postal","Códigos Postales","","",7.00,0,0,T,"E",2,"","",1,"ORGANIZACION",F,F,"","CP8","B","","",""
"Conversion","Conversión de datos","Conversión de datos","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","CDE","B","","",""
"ConversionValores","Valores de conversión","Valores de conversión","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","VCE","B","","",""
"DISCOVER","Discover","Discover","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","DSC","","","",""
"DatosFiscales","Datos Fiscales Prueba Test","Datos Fiscales Prueba Test","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","DFC","B","","",""
"DisenoExpo","Diseño de exportación","Diseño de exportación","","",7.00,0,0,T,"E",2,"ent_ImpoExpo","",0,"ORGANIZACION",F,F,"T","EXP","B","","",""
"DisenoImpo","Diseño de Importación","Diseño de Importación","","",7.00,0,0,T,"E",2,"Ent_ImpoExpo","",0,"ORGANIZACION",F,F,"T","DIM","B","","",""
"DisenoImpresion","Diseño de Salida","Diseño de Salida","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"TGB","IMP","B","","",""
"EXPRESIONLISTADOPERSONALIZADO","Expresión listado personalizado","Expresión listado personalizado","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","ELP","B","","",""
"ElPerroDePavlov","Perro de laboratorio","Perro de laboratorio","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","PPA","B","","",""
"Elefante","Elefante","Elefante","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","009","B","","",""
"EstiloImpresion","Estilo de Impresión","Estilo de Impresión","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"T","ESI","B","","",""
"Ewok","Ewok","Ewok","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","031","B","","",""
"ExpoAgrupadas","Configuración de exportaciones agrupadas","Configuración de exportaciones agrupadas","","",7.00,0,0,T,"E",2,"ent_impoexpoagrupadas","",0,"ORGANIZACION",F,F,"T","EXA","B","","",""
"FAVORITOLISTADOS","Listados Favoritos","Listados Favoritos","","",0.00,0,0,F,"E",2,"","",0,"",F,F,"","FVX","B","","",""
"FormatoExportacion","Formatos para Exportación/Importación","Formatos para Exportación/Importación","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"B","FOE","B","","",""
"GATO","Gato","Gato","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","003","B","","",""
"Gallina","Gallina","Gallina","C:\ZOO\IMAGENES\ICONOS\USER1.ICO","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","011","B","","",""
"HUEVO","Huevo","Huevo","C:\ZOO\IMAGENES\ICONOS\USER1.ICO","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","012","B","This.HoraAltaFW","",""
"IGUANA","Iguana","Iguana","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BTD","006","B","","",""
"IGUANA3","Iguana","Iguana","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"","IGU","B","","",""
"INFORMACIONLISTADOS","Informacion adicional de listados","Informacion adicional de listados","","",7.00,0,0,F,"E",2,"","",0,"PUESTO",F,F,"","IAL","B","","",""
"ITEMARCHIVOS","Item para archivos","Item para archivos","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCAMPOORDENAMIENTO","Item para almacenar los campos de ordenamiento personales","Campos ordenamientos personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMCAMPOPERSONALIZADO","Item para almacenar los campos perzonalizados personales","Campos perzonalizados personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMCAMPOSUBTOTAL","Item para almacenar los campos subtotales personales","Campos subtotales personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMCOLORES","Item Colores","Colores de Iguana","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ITEMDIENTES","Item Dientes","Dientes de Iguana","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ITEMENTIDADES","Item entidades","Item entidades","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"","","","","",""
"ITEMENTIDADESEXPO","Item entidades Exportacion","Item entidades Exportacion","","",0.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMENTIDADESIMPO","Item entidades Importacion","Item entidades Importacion","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMFAVORITOSLISTADOS","Detalle de listados favoritos","Detalle de listados favoritos","","",0.00,0,0,F,"I",2,"","",0,"",F,F,"","FVI","B","","",""
"ITEMFILTROPERSONALIZADO","Item para almacenar los filtros perzonalizados personales","Filtros perzonalizados personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMFORMATOSALIDA","Item para almacenar los formatos de salida personales","Formatos de salida personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMMARMOTACOMPLETO","ITEMMARMOTACOMPLETO","ITEMMARMOTACOMPLETO","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ImpoAgrupadas","Configuración de importaciones agrupadas","Configuración de importaciones agrupadas","","",7.00,0,0,T,"E",2,"ent_impoexpoagrupadas","",0,"ORGANIZACION",F,F,"TD","IMA","B","","",""
"ItemAreasExpo","Item Areas Exportación","Item Areas Exportación","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ItemAreasImpo","Item Areas Importación","Item Areas Importación","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ItemAreasImpresion","Item Areas Impresión","Item Areas Impresión","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"T","","B","","",""
"ItemAtributosExpo","Item Atributos Exportacion","Item Atributos Exportacion","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ItemAtributosImpo","Item Atributos Importación","Item Atributos Importación","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ItemAtributosImpresion","Item Atributos Impresión","Item Atributos Impresión","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"T","","B","","",""
"ItemAxolote","ItemAxolote","ItemAxolote","","",7.00,0,0,T,"I",2,"","",1,"",F,F,"","","B","","",""
"ItemCacatua1","Item Cacatua","Linea de detalle de la cacatua","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemCacatua2","Item Cacatua","Linea de detalle de la cacatua","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemCacatua3","Item Cacatua","Linea de detalle de la cacatua","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemCacatuaFocoSiEsCero","ItemCacatuaFocoSiEsCero","ItemCacatuaFocoSiEsCero","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemCaparazon","ItemCaparazon","Caparazon de Tortuga","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemCarpincho","ItemCarpincho","ItemCarpincho","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemCocodrilo","ItemCocodrilo","ItemCocodrilo","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemColoresV2","Item colores v2","Detalle de lagartija","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemDientesV2","Item Dientes V2","Dientes de Lagartija","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemExpoAgrupadas","Item Diseños de Exportación Agrupados","Item Diseños de Exportación Agrupados","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ItemHijosElefante","Item Hijos Elefante","Hijos de Elefante","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemImpoAgrupadas","Item Diseños de Importación Agrupados","Item Diseños de Importación Agrupados","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ItemLemur","ItemLemur","ItemLemur","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemMarmota","Item de marmota","Linea Detalle de Marmota","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemTatuCarreta","ItemTatuCarreta","ItemTatuCarreta","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ItemTatuCarreta2","ItemTatuCarreta2","ItemTatuCarreta2","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"Itemaccionesautomaticas","Item acciones automaticas","Item acciones automaticas","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","IAA","B","","",""
"Itemagrupamiento","Item de agrupamientos de Bases de Datos","Item Agrupamientos","","",7.00,0,0,F,"I",2,"","",0,"PUESTO",F,F,"","","B","","",""
"Itembasededatos","Item de agrupamientos de Bases de Datos","Item Agrupamientos","","",7.00,0,0,F,"I",2,"","",0,"PUESTO",F,F,"","","B","","",""
"ItemcacatuaSaltoCampo","ItemcacatuaSaltoCampo","ItemcacatuaSaltoCampo","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"Itemexcepcionesusuario","Item de excepciones de usuarios","Item de excepciones de usuarios","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"Itemoperacionesperfil","Item de operaciones de perfiles","Item de operaciones de perfiles","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"Itemperfilesusuario","Item de perfiles de usuarios","Item de perfiles de usuarios","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"Itemtalonario","Item Talonario","Item Talonario","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"T","","B","","",""
"JABALI","JABALI","JABALIES","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"","JAB","B","","",""
"LAUCHA","LAUCHA","LAUCHA","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","LAU","B","","",""
"LEMUR","LEMUR","LEMUR","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BTD","LMR","B","","",""
"LEMURAUX","LEMUR AUXILIAR","LEMUR AUXILIAR","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"T","LAX","B","","",""
"LIEBRE","Liebre","Liebre","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","LBR","B","","",""
"LISTADOSPERSONALIZADOS","Listados personalizados por el usuario","Listados personalizados","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","LPZ","","","",""
"Lagartija","Lagartija","Lagartija","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","026","B","","",""
"Lobo","Lobo","Lobo","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","021","B","","",""
"MURCIELAGO","Murcielago","Murcielago","C:\ZOO\IMAGENES\ICONOS\USER1.ICO","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","015","B","","",""
"Mandril","Mandril","Mandril","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","020","B","","",""
"Marmota","Marmota_","Marmota","C:\ZOO\IMAGENES\ICONOS\USER1.ICO","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BTXD","016","B","","",""
"Mono","Mono","Mono","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","030","B","","",""
"NOMBDEFANTASIA","Nombre de Fantasia","Nombre de Fantasia","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BTD","NDF","B","","",""
"Numeraciones","Numeraciones","Numeraciones","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"T","037","B","","",""
"Origendedatos","Origenes de Datos","Origenes de Datos","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BT","OBD","B","","",""
"Oruga","Oruga","Oruga","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","029","B","","",""
"PAJARITO","Pajarito","Pajarito","C:\ZOO\IMAGENES\ICONOS\USER1.ICO","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","014","B","","",""
"PANDA","Panda","Panda","","",0.00,0,0,T,"E",2,"","",1,"",F,T,"CBT","035","B","","",""
"PANDA2","Panda2","Panda2","","",0.00,0,0,T,"E",2,"","",1,"",F,T,"CBT","PAN","B","","",""
"PERRO","Descripcion Perro","Titulo Perro","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BTXD","004","B","","",""
"PICHE","Piche","Piche","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"","PIC","B","","",""
"PONY","Pony","Pony","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","002","B","","",""
"POOLDECLASE","Pool de clase","Pool de clase","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"W","POO","SUIOPTQDGHJKLMWN","","",""
"PROPIEDADESLISTADOS","Propiedades listados","Propiedades avanzadas en listados","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"","PLI","B","","",""
"Provincia","Provincias","Provincias","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BT","PRV","B","","",""
"Puma","Puma","Puma","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","PUM","B","","",""
"REGISTRODEACTIVIDAD","Registros de Actividad","Registros de Actividad","","",7.00,0,0,F,"E",2,"","",0,"SUCURSAL",F,F,"","ACT","B","","",""
"REGISTRODEACTIVIDADDET","Detalle de contexto del registros de actividad","Detalle de contexto del registros de actividad","","",7.00,0,0,F,"E",2,"","",0,"SUCURSAL",F,F,"","ACD","SUIOPQDGHJKLMN","","",""
"REGISTRODEBAJA","Registro de Baja","Registro de Baja","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"","RBL","B","","",""
"REGISTRODEMANTENIMIENTO","Registro de mantenimiento del sistema","Registro de mantenimiento del sistema","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"C","RAM","B","","",""
"REGISTRODESALUDSERVIDORDEDATOS","Registros de salud del servidor de base de datos","Registros de salud del servidor de base de datos","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","SQL","SUIOPQDGHJKLMN","","",""
"SELECCIONPARAINSERTAR","Selecciones de entidades","Selección de entidades","","",7.00,0,0,T,"E",2,"ent_virtual","",0,"",F,F,"T","SEI","B","","",""
"SUCURSAL","Sucursales","Sucursales","","",7.00,0,0,F,"E",2,"","",1,"ORGANIZACION",F,F,"","SUC","B","","",""
"Saltodecampo","Comportamiento de atributos","Comportamiento de atributos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","SDC","B","","",""
"Seguridadestado","Estado de operaciones de seguridad","Estado de operaciones de seguridad","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"T","S04","B","","",""
"Seguridadoperacion","Operaciones de seguridad","Operaciones de seguridad","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","S02","B","","",""
"Seguridadperfil","Perfiles de seguridad","Perfiles de seguridad","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","S01","B","","",""
"Seguridadusuario","Usuarios","Usuarios","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","S03","B","","",""
"SeleccionDisenoImpresion","Selección diseño de salida","Selección diseño de salida","","",7.00,0,0,T,"E",2,"ent_virtual","",0,"",F,F,"T","SDI","B","","",""
"Talonario","Talonario","Talonario","","",0.00,0,0,T,"E",2,"","",0,"",F,F,"T","036","B","","",""
"TatuCarreta","TatuCarreta","TatuCarreta","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","019","B","","",""
"Tigre","Tigre","Tigre","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","025","B","","",""
"TipoArchivoExportacion","Tipo de archivo de Exportación","Tipo de archivo de Exportación","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","THE","B","","",""
"TipoArchivoImportacion","Tipo de archivo de Importación","Tipo de archivo de Importación","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","THI","B","","",""
"TipoAreaExportacion","Tipos de Area para Exportación/Importación","Tipos de Area para Exportación/Importación","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","TAE","B","","",""
"TipoAreaImpresion","Tipo de Area de Impresión","Tipo de Area de Impresión","","",7.00,0,0,F,"E",2,"","",1,"",F,F,"TGB","ARE","B","","",""
"TipoAtributoImpresion","Tipo de Atributo de Impresión","Tipo de Atributo de Impresión","","",7.00,0,0,F,"E",2,"","",1,"",F,F,"TGB","ATR","B","","",""
"TipoAtributosExportacion","Tipo de Atributo para Exportación/Importación","Tipo de Atributo para Exportación/Importación","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","TBE","B","","",""
"TipoRegistroExportacion","Tipo de Registro de Exportación/Importación","Tipo de Registro de Exportación/Importación","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","TRE","B","","",""
"Topo","Topo_","Topo","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","028","B","","",""
"Toro","Toro","Toro","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","023","B","","",""
"Tortuga","Tortuga","Tortuga","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","010","B","","",""
"VACA","Vaca","Vaca","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","005","B","","",""
"VALOR","VALOR","VALORES","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"","VAL","B","","",""
"ZORRO","Zorro","Zorro","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","008","B","","",""
"Zuricata","Zuricata","Zuricata","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","027","B","","",""
"itemMarmotaChico","item Marmota Chico","Linea Detalle de Marmota Chico","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"memoria","memoria","Memoria Formulario","","",7.00,0,0,F,"E",2,"","",1,"",F,F,"","MEM","B","","",""
