id,idnodo,parametro,tipodato,default,organizacion,puesto,sucursal,ayuda,version_exe,version_zoo,version_cli,paramint,paramusu,exe,longitud,decimales,idnodocliente,dominio,opciones,idunico
34,2,"Activar la Seguridad al Salir","L",".f.",1,2,3,"Activa la seguridad del sistema al cerrar la aplicación",0.00,0,0,"ActivarlaSeguridadalSalir","Activar la Seguridad al Salir",F,0,0,1,"","","11A5904081FA5614406186C319762297673331"
38,2,"Recordar usuario","L",".f.",3,1,2,"Recuerda el usuario logueado.",0.00,0,0,"RecordarUsuario","Recordar usuario",T,0,0,1,"","","15403C5DA19D3314D7518AC815002623293661"
39,2,"Utilizar base de datos preferente","L",".f.",3,1,2,"Utiliza la base de datos preferente al momento de loguearse",0.00,0,0,"UtilizarBaseDeDatosPreferente","Utilizar base de datos preferente",T,0,0,1,"","","12F91597E15EE014A551960E13776741593001"
7,3,"Mostrar Formulario de imágenes en el buscador","L",".t.",0,1,0,"Muestra la imágen asociada en un formulario",0.00,0,0,"MostrarFormularioDeImagenesEnElBuscador","Mostrar Formulario de imágenes en el buscador",T,0,0,101,"","","1C4E0BE811C5DB146431A35111832464869561"
69,3,"Cantidad máxima de resultados en el buscador","N","1000",0,1,0,"Límite de resultados a mostrar en el buscador",0.00,0,0,"CantidadMaximaDeResultadosEnElBuscador","Cantidad máxima de resultados en el buscador",T,5,0,101,"","","1033A2F5A19DD1148361A5E318740527372611"
70,3,"Realizar busqueda inicial","L",".t.",0,1,0,"El buscador realizará una busqueda inicial al abrirse.",0.00,0,0,"RealizarBusquedaInicial","Realizar busqueda inicial",F,0,0,101,"","","10295BF1A1F90B14F581AA5513175565628251"
101,3,"Resultados que se muestran según cantidad máxima seleccionada","C","Últimos",0,1,0,"Resultados que se muestran según cantidad máxima seleccionada",0.00,0,0,"ResultadosQueSeMuestranSegunCantidadMaximaSeleccionada","Resultados que se muestran según cantidad máxima seleccionada",T,0,0,101,"COMBO","Primeros,Últimos","13F582A401EE2514E1E1879D15003360388001"
133,3,"Cantidad máxima de resultados en las consultas de stock y precios entre locales","N","1000",0,1,0,"Límite de resultados a mostrar en la consulta de stock y precios entre locales",0.00,0,0,"CantidadMaximaDeResultadosEnLasConsultas","Cantidad máxima de resultados en las consultas de stock y precios entre locales",T,5,0,101,"","","13B53CA3E155701434B1BF8810144459219631"
16,4,"Password","C","1234",2,1,3,"Password del Zip",0.00,0,0,"Password","Password",F,50,0,16,"","","165C9846514BB914CED1AAD417508322428281"
18,4,"RutaRecepcion","C","",2,1,3,"Ruta sugerida para la recepción de paquetes de datos",0.00,0,0,"Rutarecepcion","Ruta de recepción",F,100,0,16,"","","17E9E3E7E1958A14C6B1A99817796822731601"
23,4,"Ruta de envío","C","",3,1,2,"Ruta default para el envío de transferencias",0.00,0,0,"RutaDeEnvio","Ruta de Envío",T,100,0,16,"","","1629456DF1CE25145541A1D911957324776961"
24,4,"Actualizar Subentidades A lRecibir","L",".F.",2,3,1,"Este parámetro debe estar activado en aquellas sucursales que operen como espejos.",0.00,0,0,"ActualizarSubentidadesALrecibir","Actualizar Altas Relacionadas Al Recibir",T,0,0,16,"","","10BA9249619C08140871969419581095150231"
25,4,"Codigo Origen De Sucursal","C","DEMO",3,2,1,"Código unico de sucursal de origen del paquete de datos.",0.00,0,0,"CodigoOrigenDeSucursal","Identificador de origen para paquetes de datos en comprobantes de venta y stock",T,5,0,16,"COMBOORIGENDESTINO","","1DFD5DC5E1780F1434F1B47F10349217292131"
41,4,"DiasATransferirPorDefecto","N","3",3,1,2,"Días  por defecto a incluir en paquetes de datos",0.00,0,0,"Diasatransferirpordefecto","Días  por defecto a incluir en paquetes de datos",T,5,0,16,"","","1B18348991640B14EC1188FD19984126140691"
93,4,"EnviarElProcesoDeEmpaquetadoAlAgenteDeAccionesOrganic","L",".t.",0,1,0,"El empaquetado de datos se realiza en segundo plano por medio del Agente de Acciones Organic.",0.00,0,0,"Enviarelprocesodeempaquetadoalagentedeaccionesorganic","Envíar el proceso de empaquetado al Agente de Acciones Organic",T,0,0,16,"","","1A542CFD31935714B101807713834217794881"
107,4,"Procesar paquetes provenientes de usuarios sin acceso a la base de datos","L",".f.",0,0,1,"Activar para permitir que en la base de datos actual se procesen paquetes que fueron originados de manera directa a base de datos por usuarios sin permiso de acceso al destino.",0.00,0,0,"ProcesarPaquetesProvenientesDeUsuariosSinAccesoALaBaseDeDatos","Procesar paquetes provenientes de usuarios sin acceso a la base de datos",F,0,0,16,"","","14BB7F97A12B5814C751A62215528438417101"
19,5,"Fuente","C","TAHOMA",2,1,3,"Nombre de la fuente utilizada en los listados",0.00,0,0,"Fuente","Fuente",F,20,0,32,"","","1238C1FEE10DF8148941BADB15582004935871"
20,5,"Tamaño de la fuente","N","9",2,1,3,"Tamaño de la fuente utilizada en los listados",0.00,0,0,"TamanoDeLaFuente","Tamaño de la fuente",F,2,0,32,"","","1960E76791BF3C14D2D19CEB10112992171001"
31,5,"Ocultar valores CERO en listados","L",".T.",3,1,2,"Ocultar los valores que aparecen vacíos en las columnas numéricas",0.00,0,0,"OcultarValoresCeroEnListados","Ocultar los valores en CERO",T,0,0,32,"","","1915FC69913F9C14A1419AA312422184628551"
32,5,"Zoom","N","122",3,1,2,"Zoom utilizado para la visualización de los reportes",0.00,0,0,"Zoom","Zoom",T,3,0,32,"","","1FDB87F621748F1453F1986C18469616012611"
61,5,"Ruta sugerida al guardar en disco","C","",0,1,0,"Ruta sugerida al guardar en disco",0.00,0,0,"RutaSugeridaAlGuardarEnDisco","Ruta sugerida al guardar en disco",T,254,0,32,"","","18E37C5611AB7B141721BC5814239847532581"
102,5,"Usar separador de miles","L",".T.",0,1,0,"Determina si todos los listados del producto utilizan separadores de mil.",0.00,0,0,"UsarSeparadorDeMiles","Usar separador de miles",T,0,0,32,"","","1F80BD2BA1E127140731BAF317851387768801"
103,5,"Separador de miles","C","",0,1,0,"Indica el carácter utilizado por el sistema como separador de miles, si está vacío se utiliza la configuración del Sistema Operativo.",0.00,0,0,"SeparadorDeMiles","Separador de miles",T,1,0,32,"","","15C093E731A0D4143DA191E213992506648891"
104,5,"Separador decimal","C","",0,1,0,"Indica el carácter utilizado por el sistema como separador de decimales, si está vacío se utiliza la configuración del Sistema Operativo.",0.00,0,0,"SeparadorDecimal","Separador decimal",T,1,0,32,"","","1571619511E1E0144CD194AD19401862947731"
105,5,"NegativosEnColorRojo","L",".T.",0,1,0,"Indica si los números negativos se van a ver en color rojo en todos los listados del sistema",0.00,0,0,"Negativosencolorrojo","Negativos en color rojo",T,0,0,32,"","","108F82D661FD8014D1B1B81616827822422221"
108,5,"Permitir acceso a más detalle","L",".T.",0,1,0,"Permite configurar campos, filtros, subtotales, ordenamiento y salida del listado",0.00,0,0,"PermitirAccesoAMasDetalle","Permitir acceso a más detalle",F,0,0,32,"","","10D9613D61E95714C501BB1113565072532611"
109,5,"Habilitar formatos de salida a tabla para listados tipo comprobante","L",".f.",0,1,0,"Habilitar los formatos de salida a tabla para listados tipo comprobante (Cabecera-Detalle)",0.00,0,0,"HabilitarFormatosDeSalidaATablaParaListadosTipoComprobante","Habilitar formatos de salida a tabla para listados tipo comprobante",F,0,0,32,"","","176923B2D19AB014D821B19216785128852121"
26,7,"Nombre de la Empresa","C","",0,0,1,"Nombre de la Empresa",0.00,0,0,"NombreDeLaEmpresa","Nombre",T,100,0,17,"","","1E6E500851001F14C5A19F3E19317974023421"
27,7,"Razón Social de la Empresa","C","",0,0,1,"Razón Social de la Empresa",0.00,0,0,"RazonSocialDeLaEmpresa","Razón Social",T,100,0,17,"","","1C045CB6013988141D619F0412130000772231"
28,7,"Logo de la Empresa","C","",0,0,1,"Logo de la Empresa",0.00,0,0,"LogoDeLaEmpresa","Logo",T,254,0,17,"","","1C4B76D0812BE9149C41959711709193592251"
29,7,"Teléfono de la Empresa","C","",0,0,1,"Teléfono de la Empresa",0.00,0,0,"TelefonoDeLaEmpresa","Teléfono",T,100,0,17,"","","10965C82C1995E14F0F1A8D013307093002731"
30,7,"Dirección de la Empresa","C","",0,0,1,"Dirección de la Empresa",0.00,0,0,"DireccionDeLaEmpresa","Dirección",T,254,0,17,"","","1B710B18F195EA14D75187EE12334688936941"
54,7,"País","N","1",1,3,2,"País de la Empresa",0.00,0,0,"País","País",T,5,0,17,"COMBOXML","","1AF2931FC160A4140471992614241549045171"
55,7,"Localidad De La Empresa","C","",0,0,1,"Localidad de la empresa.",0.00,0,0,"LocalidadDeLaEmpresa","Localidad",T,50,0,17,"","","1AECECDCC1EC7F14F1E1898112914840819561"
56,7,"Código postal de la empresa","C","",0,0,1,"Código postal de la empresa",0.00,0,0,"CodigoPostalDeLaEmpresa","Código postal",T,15,0,17,"","","1D6D49FA518BA61469C18ACA13056840011851"
57,7,"Provincia de la empresa","C","",0,0,1,"Provincia de la empresa",0.00,0,0,"ProvinciaDeLaEmpresa","Provincia",T,150,0,17,"","","197D289BA14D1D14614197DD16470992614251"
68,7,"Inicio de actividades","D","",0,0,1,"Fecha de inicio de actividades de la empresa",0.00,0,0,"InicioDeActividades","Inicio de actividades",T,0,0,17,"","","1B364386B1319314A5D1BBD914266088447511"
71,7,"E-Mail","C","",0,0,1,"E-Mail",0.00,0,0,"EMail","E-Mail",F,40,0,17,"","","16E52FA381B4B4140F3190EB19226774037301"
97,7,"Página Web","C","",0,0,1,"Página Web",0.00,0,0,"PaginaWeb","Página Web",F,50,0,17,"","","1526D076A1641C149B318F0816535396510701"
100,7,"Nombre del sitio","C","",1,0,0,"El sitio es el lugar físico donde opera el sistema. Por ejemplo: "Cabildo y Juramento", "Unicenter", "Avellaneda"",0.00,0,0,"NombreDelSitio","Nombre del sitio",T,100,0,1,"","","10FDC35541374214E531A40011655153107111"
37,8,"Tipo de Log","N","1",3,1,2,"Modo en que se realiza el log de las importaciones",0.00,0,0,"TipoDeLog","Tipo de Log",T,1,0,30,"COMBO","Completo,Errores,Minimo","1B931869311BA214FB21B6F713139513218691"
45,10,"SMTP Host","C","",3,1,2,"Servidor SMTP para el envío de logueos",0.00,0,0,"SmtpHost","SMTP Host",T,50,0,47,"","","15EAA59C91F6B414FCA1949B12651930023701"
46,10,"Puerto","N","25",3,1,2,"Puerto en el cual el servidor de mail está escuchando",0.00,0,0,"Puerto","Puerto",T,5,0,47,"","","1ACAAB51F1CDCB142DD1834D14909375479891"
47,10,"Modo Autenticacion","C","Basic",3,1,2,"Modo de Autenticación de su servidor de mail SMTP. Usar Ntlm o Basic (Ntlm usa credenciales del usuario de windows)",0.00,0,0,"ModoAutenticacion","Modo de Autenticación",T,10,0,47,"","","1D2E739031A3AE143F81856111847365783621"
48,10,"Usuario","C","",3,1,2,"Usuario para autentificar el servidor de mail SMTP",0.00,0,0,"Usuario","Usuario",T,50,0,47,"","","17C4F91E811DF114B121A90214429215955061"
49,10,"Password","C","1234",3,1,2,"Contraseña del usuario para autentificar en el servidor de mail SMTP",0.00,0,0,"Password","Contraseña",T,50,0,47,"","","17174646716385141EA1836312272205116991"
50,10,"Remitente","C","",3,1,2,"Indica la dirección de mail de donde se va a mandar el mensaje",0.00,0,0,"Remitente","Remitente",T,100,0,47,"","","1D7FC30B81560E147731BCAB19675871119801"
51,10,"Destinatario","C","",3,1,2,"Indica las direcciones de mail a la que se va a mandar los logs (Utilizar ";" para agregar mas direcciones)",0.00,0,0,"Destinatario","Destinatario",T,254,0,47,"","","181A85E5212B8D140661A16710835061842001"
52,10,"Asunto","C","",3,1,2,"Indica el asunto del mail que se manda",0.00,0,0,"Asunto","Asunto",T,100,0,47,"","","1027E429F10C57140AA1B15D11604366618161"
53,10,"HabilitarLogueoInterno","L",".f.",3,1,2,"Especifica si esta habilitado o no el log interno de logueos",0.00,0,0,"HabilitarLogueoInterno","Habilitar logueo interno",F,0,0,46,"","","16A9E944F1FD5914FB21B07318913384317261"
64,11,"Origen de descarga","N","1",0,1,0,"Indica si busca actualizaciones en servidor web o en servidor local",0.00,0,0,"OrigendeDescarga","Buscar actualizaciones en :",T,0,0,60,"COMBO","Web,Servidor de red","18DB922AA1359014ABA1818311289455393611"
65,11,"Ruta","C","",0,1,0,"Indica la ruta de descarga desde una LAN.",0.00,0,0,"RutaDeDescarga","Repositorio en el servidor propio",T,250,0,60,"","","177919D4B1D5AC14D561B90C14646613539471"
66,11,"Descargar las actualizaciones de la web para publicarlas en el servidor propio","L",".F.",0,1,0,"Descargar actualizaciones de la web para publicarlas en el servidor propio.",0.00,0,0,"DescargarLasActualizacionesDeLaWebParaPublicarlasEnElServidorPropio","Descargar actualizaciones de la web para publicarlas en el servidor propio",T,0,0,60,"","","195FC62581472914A7A1824811854325842231"
72,11,"Publicar automáticamente las nuevas actualizaciones","L",".F.",0,1,0,"Publicar automáticamente las nuevas actualizaciones",0.00,0,0,"PublicarAutomáticamenteLasNuevasActualizaciones","Publicar automáticamente las nuevas actualizaciones",T,0,0,60,"","","15E5E1B721262314C1619EE516841717976451"
73,11,"Notificarme de actualizaciones que estén pendientes de publicar","L",".F.",0,1,0,"Notificarme de actualizaciones que estén pendientes de publicar",0.00,0,0,"NotificarmeDeActualizacionesQueEsténPendientesDePublicar","Notificarme de actualizaciones que estén pendientes de publicar",T,0,0,60,"","","15985A2941B6D514B931B01B11952677800701"
74,11,"Buscar actualizaciones al inicio","L",".T.",0,1,0,"Habilita la búsqueda de actualizaciones al iniciar la aplicación.",0.00,0,0,"BuscarActualizacionesAlIniciar","Buscar actualizaciones al iniciar la aplicación",T,0,0,60,"","","15449F571149FA14A50190CC13697739652531"
75,11,"Descargar automáticamente","L",".T.",0,1,0,"Al iniciar descargara automáticamente las actualizaciones disponibles.",0.00,0,0,"DescargarAutomaticamenteActualizacionesAlIniciar","Iniciar la descarga de las actualizaciones automáticamente",T,0,0,60,"","","1D116798F1549714AC519B1316347731868811"
67,13,"Reproducir sonidos","L",".t.",0,1,0,"Activa/Desactiva los eventos sonoros en la aplicación",0.00,0,0,"ReproducirSonidos","Reproducir sonidos",T,0,0,66,"","","1A52C9E81139201472A1BA5913714515041501"
111,13,"Avisar por falta de configuracion de los siguientes parametros","L",".t.",0,0,1,"Notifica la falta de configuración de cualquiera de los parámentros que se encuentran de bajo de este.",0.00,0,0,"AvisarPorFaltaDeConfiguracionDeLosSiguientesParametros","Avisar por falta de configuración de los siguientes parámetros",T,0,0,66,"","","1B5E28EC61B49414FC01808A11784687978001"
112,13,"Cuenta de envio de mails ante problemas de ejecuciones desatendidas","C","",0,0,1,"Código de cuenta de envío de mail por defecto desde donde se enviaran los problemas surgidos en la ejecución de la herramienta de generación de comprobantes ecommerce.",0.00,0,0,"CuentaDeEnvioDeMailsAnteProblemasDeEjecucionesDesatendidas","Cuenta de envío de mails ante problemas en la herramienta de generación de comprobantes ecommerce",T,10,0,66,"COMBOCUENTACORREO","","1DB56621618B1214AC21A63D16988864487511"
113,13,"Mails de destino ante problemas de ejecuciones desatendidas","C","",0,0,1,"Mails de destinos separados por punto y coma a los que se le notificarán los problemas surgidos en la ejecución de la herramienta de generación de comprobantes ecommerce.",0.00,0,0,"MailsDeDestinoAnteProblemasDeEjecucionesDesatendidas","Mails de destino ante problemas en la herramienta de generación de comprobantes ecommerce",T,250,0,66,"","","1DBA94BD51A83F148841BC8714135134933321"
114,13,"Envio de mails ante problemas en la herramienta de generacion de comprobantes ecommerce","L",".t.",0,0,1,"Envia mail a las direcciones ingresadas ante problemas surgidos en la ejecución de la herramienta de generación de comprobantes ecommerce.",0.00,0,0,"EnvioDeMailsAnteProblemasEnLaHerramientaDeGeneracionDeComprobantesEcommerce","Envío de mails ante problemas en la herramienta de generación de comprobantes ecommerce",T,0,0,66,"","","14B4AA9951E9831427B1808112215257403341"
115,13,"Envio de mails ante problemas en la obtencion de CAE","L",".t.",0,0,1,"Enviar mail a las direcciones ingresadas ante problemas en la obtención de CAE durante la ejecución de la herramienta de generación de comprobantes ecommerce.",0.00,0,0,"EnvioDeMailsAnteProblemasEnLaObtencionDeCae","Envío de mails ante problemas en la obtención de CAE en la herramienta de generación de comprobantes ecommerce",T,0,0,66,"","","1527550AE1634614FBD19CBE11882633711241"
116,13,"Envio de mails ante problemas en el envio de PDF de comprobantes","L",".t.",0,0,1,"Enviar mail a las direcciones ingresadas ante problemas durante el envío de PDF de comprobantes durante la ejecución de la herramienta de generación de comprobantes ecommerce.",0.00,0,0,"EnvioDeMailsAnteProblemasEnElEnvioDePdfDeComprobantes","Envío de mails ante problemas en el envio de PDF en la herramienta de generación de comprobantes ecommerce",T,0,0,66,"","","179AF11FE166E2145DD196EA11456345024001"
134,13,"Cuenta de envío de mails para centros de distribución","C","",0,0,1,"Código de cuenta de envío de mail por defecto desde donde se enviarán los movimientos de stock generados por centros de distribución",0.00,0,0,"CuentaDeEnvioDeMailsParaCentrosDeDistribucion","Cuenta de envío de mails de movimientos de stock generados por centros de distribución",T,10,0,66,"COMBOCUENTACORREO","","13F0758CA1776714A5F189F518743606841081"
87,15,"Enviar, recibir y procesar automáticamente","L",".t.",0,1,0,"Se realizan de forma automática las tareas de enviar, recibir y procesar paquete de datos.",0.00,0,0,"EnviarRecibirYProcesarAutomaticamente","Enviar, recibir y procesar automáticamente",T,0,0,76,"","","12352AC2D14747145A71880015357712084221"
88,15,"Frecuencia (en minutos)","N","20",0,1,0,"Frencuencia de ejecución de un ciclo completo de empaquetado, envío y recepción de datos.",0.00,0,0,"FrecuenciaEnMinutos","Frecuencia (en minutos)",T,6,0,76,"","","1EEFD43FD143DF14A9A1ABF717554902784451"
89,15,"Procesar paquetes del tipo "A Bases de datos" en la base de datos","C","[PREF]",0,1,0,"Base de datos en la que se procesan los paquetes del tipo "A Bases de datos".",0.00,0,0,"ProcesarPaquetesDelTipoABaseDeDatosEnLaBaseDeDatos","Procesar paquetes del tipo "A Bases de datos" en la base de datos",T,0,0,76,"COMBOBASEDEDATOSNOREPLICA","","14D62E6EC112441400C1B61614225923742061"
90,15,"Empaquetar "Resumen del día" al cerrar la caja","L",".f.",0,1,0,"Al cerrar la caja se realiza el empaquetado del "Resumen del día".",0.00,0,0,"EmpaquetarResumenDelDiaAlCerrarLaCaja","Empaquetar "Resumen del día" al cerrar la caja",T,0,0,76,"","","1371CC25116360145FD1B2CC15864208728401"
91,15,"Enviar y recibir paquetes de datos luego de empaquetar "Resumen del día" al cerrar la caja.","L",".f.",0,1,0,"Al cerrar la caja se realiza la comunicación luego del empaquetado del "Resumen del día".",0.00,0,0,"EnviarYRecibirPaquetesDeDatosLuegoDeEmpaquetarResumenDelDiaAlCerrarLaCaja","Enviar y recibir paquetes de datos luego de empaquetar "Resumen del día" al cerrar la caja.",T,0,0,76,"","","15B26A51117AE5149D01B34313569433783301"
92,15,"Enviar a los buzones","C","",0,1,0,"Buzones a los que se enviará el paquete de "Resumen del día" generado al cerrar la caja. Separar buzones con coma.",0.00,0,0,"EnviarALosBuzones","Enviar a los buzones",T,0,0,76,"","","197B7C5851336514EFC186AF11754023177301"
110,15,"Preguntar respecto de la automatización del empaquetado del "Resumen del día"","N","2",0,1,0,"Establece si el sistema consulta respecto de la posibilidad de automatizar el empaquetado y envió del "Resumen del día"",0.00,0,0,"PreguntarRespectoDeLaAutomatizaciónDelEmpaquetadoDelResumenDelDia","Preguntar respecto de la automatización del empaquetado del "Resumen del día"",T,0,0,76,"COMBO","Si,No","1ADC713B31FCEA14D9E1ABDA10452534013481"
94,16,"CarpetaImagenes","C","",0,1,0,"Directorio raíz donde se centralizan las imágenes del sistema",0.00,0,0,"Carpetaimagenes","Ruta de la carpeta donde se almacenan",T,230,0,49,"","","11ADABF9B125A214DCA1AABF12512111809141"
95,16,"PermiteUtilizarDirectorioDistintoARutaCarpetaImagenes","L",".T.",0,1,0,"Permite utilizar un directorio distinto al definido en la ruta de la carpeta donde se almacena",0.00,0,0,"PermiteUtilizarDirectorioDistintoARutaCarpetaImagenes","Permitir utilizar una carpeta distinta",T,0,0,49,"","","13A33436D10B9F14ABF1A20515396468001341"
117,17,"Activar notificaciones","L",".T.",0,1,0,"Activa las notificaciones que aparecerán en el centro de notificaciones de Windows.",0.00,0,0,"ActivarNotificaciones","Habilitar notificaciones",T,0,0,166,"","","14DE8182310971146E71A96212854477358601"
118,17,"Mostrar banner de notificaciones","L",".T.",0,1,0,"Muestra un aviso emergente en la barra de tareas.",0.00,0,0,"MostrarBannerDeNotificaciones","Mostrar banner de notificaciones",T,0,0,166,"","","142EB4BCA1059F14B03197AF17521471762471"
119,17,"Duración del banner de notificaciones","N","1",0,1,0,"Tiempo que permanecerá la visualización del banner de las notificaciones. Normal 5s, prolongado 20s.",0.00,0,0,"DuracionDelBannerDeNotificaciones","Duración del banner de notificaciones",T,0,0,166,"COMBOTIEMPOBANNER","","1E8DDC4DD15B4E14B141BE8912123757541761"
120,17,"Notificaciones ante problemas en envío de e-mails","L",".T.",0,1,0,"Se enviará un aviso a través de las notificaciones de Windows si falla el envío de e-mails.",0.00,0,0,"NotificacionesAnteProblemasEnEnvioDeEMails","Notificaciones ante problemas en envío de e-mails",T,0,0,166,"","","164DCC4341B443147551AECF10069273153501"
121,17,"Notificaciones ante problemas en recepción de transferencias","L",".T.",0,1,0,"Se enviará un aviso a través de las notificaciones de Windows si falla el procesamiento de paquetes de datos.",0.00,0,0,"NotificacionesAnteProblemasEnRecepcionDeTransferencias","Notificaciones ante problemas al procesar paquetes de datos",T,0,0,166,"","","1824385641DC5F147AA1A0CA16452373483821"
122,17,"Notificaciones ante problemas en obtención de CAE","L",".t.",0,1,0,"Se enviará un aviso a través de las notificaciones de Windows si falla la obtención de CAE.",0.00,0,0,"NotificacionesAnteProblemasEnObtencionDeCae","Notificaciones ante problemas en obtención de CAE",T,0,0,166,"","","1FE76F9621598C14E8F1B23B19331855052751"
123,17,"Notificaciones ante problemas en envío de comprobante a Mercado Libre","L",".T.",0,1,0,"Se enviará un aviso a través de las notificaciones de Windows si no se puede adjuntar el comprobante en Mercado Libre.",0.00,0,0,"NotificacionesAnteProblemasEnEnvioDeComprobanteAMercadoLibre","Notificaciones ante problemas en envío de comprobante a Mercado Libre",T,0,0,166,"","","15229BD9410543146291893012955647951501"
126,17,"Notificaciones al procesar paquetes de datos de precios de articulos","L",".f.",0,1,0,"Emite mensaje en el centro de notificaciones de Windows al procesar paquetes de datos de precios de artículos.",0.00,0,0,"NotificacionesAlProcesarPaquetesDeDatosDePreciosDeArticulos","Notificaciones al procesar paquetes de datos de precios de articulos",T,0,0,166,"","","18448EF8E12566148991B63817186530730701"
128,17,"Notificaciones ante problemas en presentación de comprobantes CAEA","L",".t.",0,1,0,"Se enviará un aviso a través de las notificaciones de Windows si falla la presentación de comprobantes con CAEA.",0.00,0,0,"NotificacionesAnteProblemasEnPresentacionDeComprobantesCaea","Notificaciones ante problemas en presentación de comprobantes CAEA",T,0,0,166,"","","129F29BC61CB34142A41AA7118380741061131"
129,17,"Notificaciones ante problemas al enviar informe de venta a Las Piedras Shopping","L",".t.",0,1,0,"Se enviará un aviso a través de las notificaciones de Windows si falla el informe de la venta al shopping.",0.00,0,0,"NotificacionesAnteProblemasAlEnviarInformeDeVentaALasPiedrasShopping","Notificaciones ante problemas al enviar informe de venta a Las Piedras Shopping",T,0,0,166,"","","1CAE83FD11BF3F145EC1A3B017752959348581"
130,17,"Días de aviso por CAI próximo a vencer","N","10",0,0,1,"Si se completa el campo, se enviará un aviso a través de las notificaciones de Windows en caso de haber CAIs próximos a vencer.",0.00,0,0,"RangoVencimientoCAIs","Días de aviso por CAI próximo a vencer",T,2,0,166,"","","10A5EE03613BC314F8118D5212642340073001"
135,17,"Notificaciones al procesar paquetes de datos de movimiento de stock CD","L",".F.",0,1,0,"Emite mensaje en el centro de notificaciones de Windows al procesar paquetes de datos de movimientos de stock provenientes de centros de distribución.",0.00,0,0,"NotificacionesAlProcesarPaquetesDeDatosDeMovimientoDeStockCd","Notificaciones al procesar paquetes de datos de movimiento de stock provenientes por C.D.",T,0,0,166,"","","10F38B29B147E5141E618A5916674522439901"
137,17,"NotificacionesAnteProblemasAlEnviarInformeDeVentaATresCrucesShopping","L",".t.",0,1,0,"Se enviará un aviso a través de las notificaciones de Windows si falla el informe de la venta al shopping",0.00,0,0,"Notificacionesanteproblemasalenviarinformedeventaatrescrucesshopping","Notificaciones ante problemas al enviar informe de venta a Tres Cruces Shopping",T,0,0,166,"","","1B450AD991B01714E331816116051779151201"
124,18,"Ejecución de procesos en segundo plano con baja prioridad","L",".F.",0,1,0,"Se recomienda activar para mejorar la usabilidad de la aplicación en equipos con recursos inferiores a los mínimos requeridos.",0.00,0,0,"EjecucionDeProcesosEnSegundoPlanoConBajaPrioridad","Ejecución de procesos en segundo plano con baja prioridad",F,0,0,1,"","","1F760F96313F5B1436F1B32115722751825861"
