entidad,descripcion,titulo,icono,filtro,version_exe,version_zoo,version_cli,formulario,tipo,version,herencia,kontroler,orden,ubicaciondb,usaguid,centraliza,comportamiento,identificador,modulos,formatodescripcion,versionminimaderecepcion,versionminimadeemision
"CHIPRE2","Chipre","Chipre 2","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","021","B","","",""
"CLAVESECRETAREST","Cliente REST","Cliente REST","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"B","PKR","B","","",""
"CLIENTE","Cliente","Cliente","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"","CLI","B","","",""
"COLOR","Colores","Colores","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BT","CCC","B","","",""
"COMPORTAMIENTOCODIGOSUGERIDOENTIDAD","Comportamiento de códigos","Comportamiento de códigos","","",7.00,0,0,T,"E",2,"","",1,"ORGANIZACION",F,F,"","CCS","B","","",""
"CONCEPTOCAJA","Conceptos","Conceptos","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BTD","037","B","","",""
"CONDICIONIMPO","Condiciones de exclusión","Condiciones de exclusión","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","CON","B","","",""
"CONGO","Congo","Congo","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","026","B","","",""
"CONVERSION","Conversión de datos","Conversión de datos","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"BT","CDE","B","","",""
"CONVERSIONVALORES","Valores de conversión","Valores de conversión","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","VCE","B","","",""
"CUBA","Cuba","Cuba","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","002","DF","","",""
"CUBA2","Cuba","Cuba 2","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","020","B","","",""
"CUENTACORREO","Cuenta de correo","Cuenta de correo","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","SMT","SUIOPQDGHJKLMN","","",""
"DISCOVER","Discover","Discover","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","DSC","","","",""
"DISENOEXPO","Diseño de exportación","Diseño de exportación","","",7.00,0,0,T,"E",2,"ent_ImpoExpo","",0,"ORGANIZACION",F,F,"T","EXP","B","","",""
"DISENOIMPO","Diseño de Importación","Diseño de Importación","","",7.00,0,0,T,"E",2,"Ent_ImpoExpo","",0,"ORGANIZACION",F,F,"T","DIM","B","","",""
"DISENOIMPRESION","Diseño de Salida","Diseño de Salida","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"TB","IMP","B","","",""
"EMAIL","Emails","Emails","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"","MIL","B","","",""
"ESTILOIMPRESION","Estilo de Impresión","Estilo de Impresión","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"T","ESI","B","","",""
"EXPOAGRUPADAS","Configuración de exportaciones agrupadas","Configuración de exportaciones agrupadas","","",7.00,0,0,T,"E",2,"ent_impoexpoagrupadas","",0,"ORGANIZACION",F,F,"T","EXA","B","","",""
"EXPRESIONLISTADOPERSONALIZADO","Expresión listado personalizado","Expresión listado personalizado","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","ELP","SUIOPTQDGHJKLMWN","","",""
"FAVORITOLISTADOS","Listados Favoritos","Listados Favoritos","","",0.00,0,0,F,"E",2,"","",0,"",F,F,"","FVX","B","","",""
"FORMATOEXPORTACION","Formatos para Exportación/Importación","Formatos para Exportación/Importación","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"B","FOE","B","","",""
"FRANCIA","Francia","entidad francia","","",7.00,0,0,T,"E",2,"","",0,"SUCURSAL",F,F,"","FRA","B","","",""
"GRUPO","Grupo","Grupos de artículos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BC","GRP","B","","",""
"HOLANDA","Holanda","Holanda","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","012","B","","",""
"HONDURAS","Honduras","Honduras","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","001","AS","This.HoraAltaFW","",""
"HONDURAS2","Honduras","Honduras 2","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","019","B","","",""
"IMPOAGRUPADAS","Configuración de importaciones agrupadas","Configuración de importaciones agrupadas","","",7.00,0,0,T,"E",2,"ent_impoexpoagrupadas","",0,"ORGANIZACION",F,F,"T","IMA","B","","",""
"INFORMACIONLISTADOS","Informacion adicional de listados","Informacion adicional de listados","","",7.00,0,0,F,"E",2,"","",0,"PUESTO",F,F,"","IAL","B","","",""
"ITALIA","Italia","Italia","","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","017","B","","",""
"ITEMAGRUPAMIENTO","Item de agrupamientos de Bases de Datos","Item Agrupamientos","","",7.00,0,0,F,"I",2,"","",0,"PUESTO",F,F,"","","B","","",""
"ITEMAPERAUTOMATICAS","-","-","","",0.00,0,0,T,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMARCHIVOSMAIL","Item archivos mail","Item archivos mail","","",0.00,0,0,T,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMAREASEXPO","Item Areas Exportación","Item Areas Exportación","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ITEMAREASIMPO","Item Areas Importación","Item Areas Importación","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ITEMAREASIMPRESION","Item Areas Impresión","Item Areas Impresión","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"T","","B","","",""
"ITEMATRIBUTOSEXPO","Item Atributos Exportacion","Item Atributos Exportacion","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ITEMATRIBUTOSIMPO","Item Atributos Importación","Item Atributos Importación","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ITEMATRIBUTOSIMPRESION","Item Atributos Impresión","Item Atributos Impresión","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"T","","B","","",""
"ITEMBASEDEDATOS","Item de agrupamientos de Bases de Datos","Item Agrupamientos","","",7.00,0,0,F,"I",2,"","",0,"PUESTO",F,F,"","","B","","",""
"ITEMCAI","Item CAI","Item CAI","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMCAMPOORDENAMIENTO","Item para almacenar los campos de ordenamiento personales","Campos ordenamientos personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMCAMPOPERSONALIZADO","Item para almacenar los campos perzonalizados personales","Campos perzonalizados personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMCAMPOSUBTOTAL","Item para almacenar los campos subtotales personales","Campos subtotales personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMCANADA","Item Canada","Línea Detalle Canada","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ITEMCANADA2","Item Canada2","Línea Detalle Canada","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ITEMCAPITAL","Items capital","Línea Detalle Capital","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ITEMDOMINIOSCORS","Dominios a habilitar CORS en servicios","Dominios a habilitar CORS en servicios","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","ITL","","","",""
"ITEMENTIDADES","Item entidades","Item entidades","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"","","","","",""
"ITEMENTIDADESEXPO","Item entidades Exportacion","Item entidades Exportacion","","",0.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMENTIDADESIMPO","Item entidades Importacion","Item entidades Importacion","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMENTIDADESMAIL","Item Entidades mail","Item Entidades mail","","",0.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMEXCEPCIONESUSUARIO","Item de excepciones de usuarios","Item de excepciones de usuarios","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ITEMEXPOAGRUPADAS","Item Diseños de Exportación Agrupados","Item Diseños de Exportación Agrupados","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ITEMFAVORITOSLISTADOS","Detalle de listados favoritos","Detalle de listados favoritos","","",0.00,0,0,F,"I",2,"","",0,"",F,F,"","FVI","B","","",""
"ITEMFILTROPERSONALIZADO","Item para almacenar los filtros perzonalizados personales","Filtros perzonalizados personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMFORMATOSALIDA","Item para almacenar los formatos de salida personales","Formatos de salida personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMHABITANTES","Item habitantes","Item habitantes","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ITEMIMPOAGRUPADAS","Item Diseños de Importación Agrupados","Item Diseños de Importación Agrupados","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ITEMJAVA","Java","Java","","",7.00,0,0,T,"I",2,"","",1,"",F,F,"","ITV","B","","",""
"ITEMNASDROVIA","Items Nasdrovia","Items Nasdrovia","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"","NSI","B","","",""
"ITEMOPERACIONESPERFIL","Item de operaciones de perfiles","Item de operaciones de perfiles","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ITEMPERFILESUSUARIO","Item de perfiles de usuarios","Item de perfiles de usuarios","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ITEMPROVINCIA","Items provincia","Línea Detalle Provincia","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ITEMPROVINCIA2","Items provincia2","Línea Detalle Provincia","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ITEMRUSIA","Items Rusia","Items Rusia","","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ITEMSENEGAL","ITEMSENEGAL","ITEMSENEGAL","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"I",2,"","",1,"",F,F,"BT","","B","","",""
"ITEMTALONARIO","Item Talonario","Item Talonario","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"T","","B","","",""
"Itemaccionesautomaticas","Item acciones automaticas","Item acciones automaticas","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","IAA","B","","",""
"JAMAICA","Jamaica","Jamaica","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","009","B","This.HoraAltaFW","",""
"JAVA","Java","Java","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"","JAV","B","","",""
"KOREA","Korea del Norte","Korea","","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","007","B","","",""
"LETONIA","Letonia","Letonia","","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","015","B","","",""
"LISTADOSPERSONALIZADOS","Listados personalizados por el usuario","Listados personalizados","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","LPZ","B","","",""
"MALTA","Malta","Malta","","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","005","B","","",""
"MATERIAL","Materiales","Materiales","","",7.00,0,0,F,"E",2,"","",1,"",F,F,"BT","PRO","B","","",""
"MEMORIA","memoria","Memoria Formulario","","",7.00,0,0,F,"E",2,"","",1,"",F,F,"","MEM","B","","",""
"MEXICO","mexico","Mexico","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","016","B","This.HoraAltaFW","",""
"MOTIVO","Motivos","Motivos","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BT","MOT","SIPDK","","",""
"NASDROVIA","Nasdrovia","Nasdrovia","","",7.00,0,0,F,"E",2,"","",1,"",F,F,"","NSD","B","","",""
"NEPAL","Nepal","Nepal","","",7.00,0,0,F,"E",2,"","",1,"",F,F,"BC","NEP","B","","",""
"NUMERACIONES","Numeraciones","Numeraciones","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"T","031","B","","",""
"ORIGENDEDATOS","Origen de datos","Origen de datos","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","011","B","","",""
"PAKISTAN","Pakistan","Pakistan","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","024","B","","",""
"POOLDECLASE","Pool de clase","Pool de clase","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"W","POO","SUIOPTQDGHJKLMWN","","",""
"PROPIEDADESLISTADOS","Propiedades listados","Propiedades avanzadas en listados","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"","PLI","B","","",""
"PROVEEDOR","Proveedores","Proveedores","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BT","MAT","B","","",""
"PROVINCIA","Provincias","Provincias","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BT","PVI","B","","",""
"REGISTRODEACTIVIDAD","Registros de Actividad","Registros de Actividad","","",7.00,0,0,F,"E",2,"","",0,"SUCURSAL",F,F,"","ACT","B","","",""
"REGISTRODEACTIVIDADDET","Detalle de contexto del registros de actividad","Detalle de contexto del registros de actividad","","",7.00,0,0,F,"E",2,"","",0,"SUCURSAL",F,F,"","ACD","SUIOPQDGHJKLMN","","",""
"REGISTRODEBAJA","Registro de Baja","Registro de Baja","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"","RBL","B","","",""
"REGISTRODEMANTENIMIENTO","Registro de mantenimiento del sistema","Registro de mantenimiento del sistema","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"C","RAM","B","","",""
"REGISTRODESALUDSERVIDORDEDATOS","Registros de salud del servidor de base de datos","Registros de salud del servidor de base de datos","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","SQL","SUIOPQDGHJKLMN","","",""
"REGLASTRANSFERENCIAS","Reglas para la recepción de paquetes de datos","Reglas de paquetes de datos","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"B","RTR","B","","",""
"REPUBLICADOMINICANA","República Dominicana","República Dominicana","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","010","B","","",""
"RIO","Entidad rio (componente rio)","RIO","","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","028","B","","",""
"RIO2","RIO2","RIO2","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","029","B","","",""
"RUMANIA","Rumania","Rumania","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"T","RUM","B","","",""
"RUSIA","Rusia","Rusia","","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","013","B","","",""
"SEGURIDADESTADO","Estado de operaciones de seguridad","Estado de operaciones de seguridad","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"T","S04","B","","",""
"SEGURIDADOPERACION","Operaciones de seguridad","Operaciones de seguridad","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","S02","B","","",""
"SEGURIDADPERFIL","Perfiles de seguridad","Perfiles de seguridad","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","S01","B","","",""
"SEGURIDADUSUARIO","Usuarios","Usuarios","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","S03","B","","",""
"SELECCIONDISENOIMPRESION","Selección diseño de salida","Selección diseño de salida","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"T","SDI","B","","",""
"SELECCIONPARAINSERTAR","Selecciones de entidades","Selección de entidades","","",7.00,0,0,T,"E",2,"ent_virtual","",0,"",F,F,"","SEI","B","","",""
"SENEGAL","Senegal","Senegal","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","025","B","","",""
"SERVICIOREST","Servicio REST","Servicio REST","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"B","RST","B","","",""
"SUCURSAL","Sucursales","Sucursales","","",7.00,0,0,F,"E",2,"","",1,"ORGANIZACION",F,F,"","SUC","B","","",""
"SUIZA","Suiza","Suiza","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",7.00,0,0,F,"E",2,"","",1,"",F,F,"BT","032","B","","",""
"Saltodecampo","Comportamiento de atributos","Comportamiento de atributos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","SDC","B","","",""
"TALONARIO","Talonario","Talonario","","",0.00,0,0,T,"E",2,"","",0,"",F,F,"TW","030","B","","",""
"TANZANIA","TANZANIA","TANZANIA","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"E",2,"","",1,"",F,T,"CBT","027","B","","",""
"TIPOARCHIVOEXPORTACION","Tipo de archivo de Exportación","Tipo de archivo de Exportación","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","THE","B","","",""
"TIPOARCHIVOIMPORTACION","Tipo de archivo de Importación","Tipo de archivo de Importación","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","THI","B","","",""
"TIPOAREAEXPORTACION","Tipos de Area para Exportación/Importación","Tipos de Area para Exportación/Importación","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","TAE","B","","",""
"TIPOAREAIMPRESION","Tipo de Area de Impresión","Tipo de Area de Impresión","","",7.00,0,0,F,"E",2,"","",1,"",F,F,"TB","ARE","B","","",""
"TIPOATRIBUTOIMPRESION","Tipo de Atributo de Impresión","Tipo de Atributo de Impresión","","",7.00,0,0,F,"E",2,"","",1,"",F,F,"TB","ATR","B","","",""
"TIPOATRIBUTOSEXPORTACION","Tipo de Atributo para Exportación/Importación","Tipo de Atributo para Exportación/Importación","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","TBE","B","","",""
"TIPOREGISTROEXPORTACION","Tipo de Registro de Exportación/Importación","Tipo de Registro de Exportación/Importación","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","TRE","B","","",""
"URUGUAY","Uruguay","Uruguay","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BT","006","B","","",""
"URUGUAY2","Uruguay","Uruguay 2","C:\ZooDesarrollo\Proyectos\Nucleo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"E",2,"","",1,"",F,F,"BT","022","B","","",""
